AllowIPNPayment,AllowOnlinePayment,AllowOnlineCreditCardPayment,AllowOnlineACHPayment,AllowOnlinePayPalPayment,AllowOnlineAffirmPayment,domain,sparse,Id,SyncToken,MetaData,CustomField,DocNumber,TxnDate,CurrencyRef,LinkedTxn,Line,TxnTaxDetail,CustomerRef,CustomerMemo,BillAddr,ShipAddr,FreeFormAddress,SalesTermRef,DueDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,TaxExemptionRef,ShipFromAddr,PaymentRefNum,DepartmentRef,BillEmail,PrivateNote,CustomerId,CustomerName,Overdue,Month,LineItemCount,City,State,SalesClass,SalesItem,Revenue,RevenueBalance
False,False,False,False,False,False,QBO,False,7634,1,"{'CreateTime': '2025-11-03T05:31:32-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-04T02:41:42-08:00'}",[],15053,2025-10-31,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7912', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.3015, 5004, 5022', 'Amount': 22164.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2, 'Qty': 11082, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '2', 'LineNum': 2, 'Description': 'Sales Tax', 'Amount': 1108.2, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '12', 'name': 'Sales Tax'}, 'UnitPrice': 1108.2, 'Qty': 1, 'ItemAccountRef': {'value': '22', 'name': '21000 Sales Tax Payable'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 23272.2, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '6', 'name': 'Rockies Resources Holdings LLC'}","{'value': 'Pad Lily and Landcolt LOE Total Evaporated 11,082 BBLs from 01 Oct to 31 Oct, 2025'}","{'Id': '2740', 'Line1': 'Rockies Resources  Holdings LLC', 'Line2': '12136 W Bayaud Ave, Suite 320', 'Line3': 'Lakewood, CO  80228', 'Line4': 'United States'}","{'Id': '2741', 'Line1': 'Rockies Resources  Holdings LLC', 'Line2': '12136 W Bayaud Ave, Suite 320', 'Line3': 'Lakewood, CO  80228', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-30,23272.2,False,NeedToPrint,NotSet,0.0,{},,,,,,6,Rockies Resources Holdings LLC,False,2025-10-01,2,Lakewood,CO,USL West,Evaporation VOX 150,23272.2,0.0
False,False,False,False,False,False,QBO,False,7638,2,"{'CreateTime': '2025-11-03T07:21:32-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-04T02:39:03-08:00'}",[],15057,2025-10-31,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7911', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'MVC Charges', 'Amount': 11173.8, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'MVC Charges VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2.2, 'Qty': 5079, 'ItemAccountRef': {'value': '1150040094', 'name': '41020 Sales/ Revenue VOX 150:MVC Charges VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 11173.8, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '11', 'name': 'Anschutz Exploration Corporation'}","{'value': 'Standby Charges for Beirstadt Pad from Oct 01, 2025 to Oct 31, 2025\nCalculation Attached'}","{'Id': '2748', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}","{'Id': '2749', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-30,11173.8,False,NeedToPrint,NotSet,0.0,{},,,,,,11,Anschutz Exploration Corporation,False,2025-10-01,1,Denver,CO,USL West,MVC Charges VOX 150,11173.8,0.0
False,False,False,False,False,False,QBO,False,7628,1,"{'CreateTime': '2025-11-03T04:55:37-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-04T02:39:03-08:00'}",[],15047,2025-10-31,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7911', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.4002, 4007, 5010, 5011', 'Amount': 4461.6, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2.2, 'Qty': 2028, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 4461.6, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '11', 'name': 'Anschutz Exploration Corporation'}","{'value': 'Pad Torrey Total Evaporated 2,028 BBLs from 27 Oct to 31 Oct, 2025'}","{'Id': '2727', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}","{'Id': '2728', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-30,4461.6,False,NeedToPrint,NotSet,0.0,{},,,,,,11,Anschutz Exploration Corporation,False,2025-10-01,1,Denver,CO,USL West,Evaporation VOX 150,4461.6,0.0
False,False,False,False,False,False,QBO,False,7627,1,"{'CreateTime': '2025-11-03T04:52:22-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-04T02:39:03-08:00'}",[],15046,2025-10-31,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7911', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.2004, 2005, 2006, 3005, 3006, 4006, 4010, 5018, 5028, 5029', 'Amount': 7713.2, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2.2, 'Qty': 3506, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 7713.2, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '11', 'name': 'Anschutz Exploration Corporation'}","{'value': 'Pad Beirstadt Total Evaporated 3,506 BBLs from 27 Oct to 31 Oct, 2025'}","{'Id': '2724', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}","{'Id': '2725', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-30,7713.2,False,NeedToPrint,NotSet,0.0,{},"{'Id': '2726', 'Line1': '15050 Boudreaux Rd ', 'Line2': 'Tomball, TX 77377-7554'}",,,,,11,Anschutz Exploration Corporation,False,2025-10-01,1,Denver,CO,USL West,Evaporation VOX 150,7713.2,0.0
False,False,False,False,False,False,QBO,False,7636,2,"{'CreateTime': '2025-11-03T06:03:40-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-03T02:36:04-08:00'}",[],15055,2025-10-31,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7899', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.1006, 1009, 1011, 1012, 2002, 2003, 2007, 2009, 3002, 5007, 5008, 5009', 'Amount': 15913.75, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 1.25, 'Qty': 12731, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '2', 'LineNum': 2, 'Description': 'VOX 4.1006, 1009, 1011, 1012, 2002, 2003, 2007, 2009, 3002, 5007, 5008, 5009', 'Amount': 231.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 1.75, 'Qty': 132, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '3', 'LineNum': 3, 'Description': 'Prepaid Deposit', 'Amount': -9570.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Prepaid Deposit'}, 'UnitPrice': -9570, 'Qty': 1, 'ItemAccountRef': {'value': '6', 'name': '22600 Deferred Revenue'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 6574.75, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '2', 'name': 'Continental Resources, Inc.'}","{'value': 'Pad Ariel Bruce Total Evaporated 12,863 BBLs from 01 Oct to 31 Oct, 2025\nRate: 10/01 - 10/16 - $1.25\nRate: 10/17 - 10/31 - $1.75\nRemaining Deposit = $ 9,570.00 - $ 9,570.00 = $ 0.00\nProject Manager:- Evan Maynard'}","{'Id': '2744', 'Line1': 'Continental Resources, Inc.', 'Line2': 'PO Box 268835', 'Line3': 'Oklahoma City, OK  73126', 'Line4': 'United States'}","{'Id': '2745', 'Line1': 'Continental Resources, Inc.', 'Line2': 'PO Box 268835', 'Line3': 'Oklahoma City, OK  73126', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-30,6574.75,False,NeedToPrint,NotSet,0.0,{},,,,,,2,"Continental Resources, Inc.",False,2025-10-01,3,Oklahoma City,OK,USL West,Evaporation VOX 150,16144.75,0.0
False,False,False,False,False,False,QBO,False,7574,1,"{'CreateTime': '2025-10-28T12:34:49-07:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-03T02:36:04-08:00'}",[],15045,2025-10-28,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7899', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Permitting and Testing Charges for Ariel Bruce Pad', 'Amount': 2500.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'License & permitting/ Other'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2500, 'Qty': 1, 'ItemAccountRef': {'value': '1150040062', 'name': '41060 Sales/ Revenue VOX 150:Testing / Permitting Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '2', 'LineNum': 2, 'Description': 'Permitting and Testing Charges for BB 2A Pad', 'Amount': 2500.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'License & permitting/ Other'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2500, 'Qty': 1, 'ItemAccountRef': {'value': '1150040062', 'name': '41060 Sales/ Revenue VOX 150:Testing / Permitting Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 5000.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '2', 'name': 'Continental Resources, Inc.'}",{'value': 'Permitting and Testing Charges for Ariel Bruce and BB 2A Pad as per contract.\nProject Manager:- Evan Maynard'},"{'Id': '5', 'Line1': 'PO Box 268835', 'City': 'Oklahoma City', 'Country': 'United States', 'CountrySubDivisionCode': 'OK', 'PostalCode': '73126'}","{'Id': '2703', 'Line1': 'Continental Resources, Inc.', 'Line2': 'PO Box 268835', 'Line3': 'Oklahoma City, OK  73126', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-27,5000.0,False,NeedToPrint,NotSet,0.0,{},,,,,,2,"Continental Resources, Inc.",False,2025-10-01,2,Oklahoma City,OK,USL West,License & permitting/ Other,5000.0,0.0
False,False,False,False,False,False,QBO,False,7859,1,"{'CreateTime': '2025-12-01T07:06:16-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-01T07:08:33-08:00'}",[],15093,2025-11-30,"{'value': 'USD', 'name': 'United States Dollar'}",[],"[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.5001, 5002, 5003', 'Amount': 1221.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 1.75, 'Qty': 698, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '2', 'LineNum': 2, 'Description': 'Prepaid Deposit', 'Amount': -1221.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Prepaid Deposit'}, 'UnitPrice': -1221.5, 'Qty': 1, 'ItemAccountRef': {'value': '6', 'name': '22600 Deferred Revenue'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '2', 'name': 'Continental Resources, Inc.'}","{'value': 'Pad BB 2A Total Evaporated 698 BBLs from 01 Nov to 30 Nov, 2025\nRemaining Deposit = $ 23,145.75 - $ 1,221.50 = $ 21,924.75\nProject Manager:- Evan Maynard'}","{'Id': '3016', 'Line1': 'Continental Resources, Inc.', 'Line2': 'PO Box 268835', 'Line3': 'Oklahoma City, OK  73126', 'Line4': 'United States'}","{'Id': '3017', 'Line1': 'Continental Resources, Inc.', 'Line2': 'PO Box 268835', 'Line3': 'Oklahoma City, OK  73126', 'Line4': 'United States'}",True,"{'value': '1', 'name': 'Due on receipt'}",2025-11-30,0.0,False,NeedToPrint,NotSet,0.0,{},,,,,,2,"Continental Resources, Inc.",False,2025-11-01,2,Oklahoma City,OK,USL West,Evaporation VOX 150,1221.5,0.0
False,False,False,False,False,False,QBO,False,7854,0,"{'CreateTime': '2025-12-01T05:54:58-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-01T05:54:58-08:00'}",[],15088,2025-11-30,"{'value': 'USD', 'name': 'United States Dollar'}",[],"[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.1001, 1003, 3009', 'Amount': 5440.6, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2.2, 'Qty': 2473, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Id': '2', 'LineNum': 2, 'Description': 'Prepaid Deposit', 'Amount': -5440.6, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Prepaid Deposit'}, 'UnitPrice': -5440.6, 'Qty': 1, 'ItemAccountRef': {'value': '6', 'name': '22600 Deferred Revenue'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '11', 'name': 'Anschutz Exploration Corporation'}","{'value': 'Pad Drumlin Total Evaporated 2,473 BBLs from 24 Nov to 30 Nov, 2025\nRemaining Deposit = $ 35,418.35  - $ 5,440.60 = $ 29,977.75'}","{'Id': '3005', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}","{'Id': '3006', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}",True,"{'value': '1', 'name': 'Due on receipt'}",2025-11-30,0.0,False,NeedToPrint,NotSet,0.0,{},,,,,,11,Anschutz Exploration Corporation,False,2025-11-01,2,Denver,CO,USL West,Evaporation VOX 150,5440.6,0.0
False,False,False,False,False,False,QBO,False,7719,1,"{'CreateTime': '2025-11-10T07:16:55-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-01T02:29:30-08:00'}",[],15070,2025-11-03,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7839', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.2010, 2012, 3013, 4001, 5005, 5014, 5017, 5027', 'Amount': 2037.75, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041711', 'name': 'USL East'}, 'UnitPrice': 2.75, 'Qty': 741, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 2037.75, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '33', 'name': 'EQT Production Company'}",{'value': 'Pad Hines A Total Evaporated 741 BBLs for 01 Nov 2025'},"{'Id': '2846', 'Line1': 'EQT Production Company', 'Line2': '625 Liberty Avenue, Suite 1700', 'Line3': 'Pittsburgh, PA  15222-3111', 'Line4': 'United States'}","{'Id': '2847', 'Line1': 'EQT Production Company', 'Line2': '625 Liberty Avenue, Suite 1700', 'Line3': 'Pittsburgh, PA  15222-3111', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-12-03,2037.75,False,NeedToPrint,NotSet,0.0,{},,,,,,33,EQT Production Company,False,2025-11-01,1,Pittsburgh,PA,USL East,Evaporation VOX 150,2037.75,0.0
False,False,False,False,False,False,QBO,False,7558,1,"{'CreateTime': '2025-10-27T05:41:36-07:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-11-24T00:35:46-08:00'}",[],15040,2025-10-27,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7801', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.4002, 4007, 5010, 5011', 'Amount': 4963.2, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041713', 'name': 'USL West'}, 'UnitPrice': 2.2, 'Qty': 2256, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 4963.2, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '11', 'name': 'Anschutz Exploration Corporation'}","{'value': 'Pad Torrey Total Evaporated 2,256 BBLs from 20 Oct to 26 Oct, 2025'}","{'Id': '2683', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}","{'Id': '2684', 'Line1': 'Anschutz Exploration Corporation', 'Line2': '555 17th Street, Suite 2400', 'Line3': 'Denver, CO  80202', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-11-26,4963.2,False,NeedToPrint,NotSet,0.0,{},,,,,,11,Anschutz Exploration Corporation,False,2025-10-01,1,Denver,CO,USL West,Evaporation VOX 150,4963.2,0.0
False,False,False,False,False,False,QBO,False,7718,1,"{'CreateTime': '2025-11-10T07:15:24-08:00', 'LastModifiedByRef': {'value': '9341455164311404'}, 'LastUpdatedTime': '2025-12-01T02:29:30-08:00'}",[],15069,2025-11-03,"{'value': 'USD', 'name': 'United States Dollar'}","[{'TxnId': '7839', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'VOX 4.1010, 2011, 3007, 5019, 5020, 5021, 5025, 5026', 'Amount': 1386.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Evaporation VOX 150'}, 'ClassRef': {'value': '1041711', 'name': 'USL East'}, 'UnitPrice': 2.75, 'Qty': 504, 'ItemAccountRef': {'value': '27', 'name': '41030 Sales/ Revenue VOX 150:Evaporation Revenues VOX 150'}, 'TaxCodeRef': {'value': 'NON'}, 'TaxClassificationRef': {}}, 'CustomExtensions': []}, {'Amount': 1386.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]","{'TxnTaxCodeRef': {'value': '2'}, 'TotalTax': 0, 'TaxLine': [{'Amount': 0, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '2'}, 'PercentBased': True, 'TaxPercent': 0, 'NetAmountTaxable': 0}}]}","{'value': '33', 'name': 'EQT Production Company'}",{'value': 'Pad Longworth A Total Evaporated 504 BBLs for 01 Nov 2025.'},"{'Id': '2844', 'Line1': 'EQT Production Company', 'Line2': '625 Liberty Avenue, Suite 1700', 'Line3': 'Pittsburgh, PA  15222-3111', 'Line4': 'United States'}","{'Id': '2845', 'Line1': 'EQT Production Company', 'Line2': '625 Liberty Avenue, Suite 1700', 'Line3': 'Pittsburgh, PA  15222-3111', 'Line4': 'United States'}",True,"{'value': '3', 'name': 'Net 30'}",2025-12-03,1386.0,False,NeedToPrint,NotSet,0.0,{},,,,,,33,EQT Production Company,False,2025-11-01,1,Pittsburgh,PA,USL East,Evaporation VOX 150,1386.0,0.0
